Data da colheita,Zona de produção,Produtoras de DSP
21/06/2016,EMN2,40
21/06/2016,POR2,20
21/06/2016,LAG,20
21/06/2016,L7c,20
21/06/2016,L7a,20
21/06/2016,OLH5,20
22/06/2016,FAR1,40
22/06/2016,FAR2,20
22/06/2016,OLH1,20
22/06/2016,OLH2,80
22/06/2016,OLH3,20
22/06/2016,FUZ1,240
23/06/2016,L5,20
23/06/2016,ETJ,20
27/06/2016,LAL,20
27/06/2016,ETJ,20
27/06/2016,L8,200
27/06/2016,OLH5,519920
27/06/2016,L8,540
27/06/2016,RIAV1,20
27/06/2016,L3,20
28/06/2016,LOB,20
28/06/2016,L5,20
28/06/2016,L6,20
28/06/2016,ESD1,20
28/06/2016,L6,360
29/06/2016,L5,20
27/06/2016,L2,20
27/06/2016,L1,20
28/06/2016,L7a,40
28/06/2016,EMI,20
28/06/2016,ELM,40
28/06/2016,POR2,80
28/06/2016,LAG,20
28/06/2016,L7c,40
29/06/2016,ETJ,20
29/06/2016,L5,20
28/06/2016,EMN1,20
28/06/2016,RIAV2,20
28/06/2016,RIAV1,80
28/06/2016,EMN2,20
28/06/2016,RIAV4,20
28/06/2016,RIAV3,20
29/06/2016,FAR1,20
29/06/2016,FAR2,20
29/06/2016,OLH2,20
29/06/2016,OLH3,20
29/06/2016,OLH1,20
29/06/2016,FUZ1,320
29/06/2016,TAV2,40
29/06/2016,L9,320
04/07/2016,LAL,240
04/07/2016,RIAV3,20
04/07/2016,RIAV1,20
04/07/2016,L3,20
04/07/2016,RIAV1,20
04/07/2016,RIAV2,20
04/07/2016,L2,100
04/07/2016,RIAV4,20
05/07/2016,L5,20
04/07/2016,L9,40
04/07/2016,EMI,80
04/07/2016,FUZ1,120
04/07/2016,TAV2,20
04/07/2016,OLH2,20
04/07/2016,VT1,20
04/07/2016,L8,560
05/07/2016,EMI,20
05/07/2016,ELM,20
04/07/2016,L1,20
05/07/2016,L6,140
05/07/2016,ESD2,20
05/07/2016,ESD1,20
05/07/2016,ESD1,20
05/07/2016,L6,20
05/07/2016,EMN1,20
05/07/2016,EMN2,20
06/07/2016,LOB,20
06/07/2016,L3,120
05/07/2016,L7c,20
05/07/2016,POR2,720
05/07/2016,LAG,80
06/07/2016,ETJ,80
06/07/2016,L5,60
06/07/2016,FAR2,20
06/07/2016,FAR1,20
06/07/2016,L8,20
06/07/2016,OLH3,40
05/07/2016,L7a,120
11/07/2016,LAL,20
11/07/2016,ETJ,20
11/07/2016,ETJ,240
11/07/2016,OLH5,20
11/07/2016,RIAV1,20
11/07/2016,L2,200
12/07/2016,L5,20
12/07/2016,LOB,20
11/07/2016,L8,20
12/07/2016,L6,240
12/07/2016,ESD1,20
12/07/2016,L6,20
12/07/2016,POR2,20
12/07/2016,L7c,380
12/07/2016,L7a,80
11/07/2016,L1,20
11/07/2016,L2,20
12/07/2016,EMI,20
12/07/2016,ELM,20
13/07/2016,ETJ,20
13/07/2016,L5,80
12/07/2016,RIAV3,20
12/07/2016,RIAV3,20
12/07/2016,RIAV4,20
12/07/2016,RIAV1,20
12/07/2016,L3,20
12/07/2016,EMN2,20
12/07/2016,EMN1,40
12/07/2016,L4,40
13/07/2016,OLH2,20
13/07/2016,VT1,20
13/07/2016,OLH1,20
13/07/2016,L9,20
13/07/2016,FAR1,20
13/07/2016,OLH3,40
13/07/2016,TAV2,120
13/07/2016,FAR2,40
14/07/2016,L5,20
13/07/2016,FUZ1,20
18/07/2016,LAL,20
19/07/2016,L5,20
18/07/2016,RIAV1,40
18/07/2016,RIAV4,20
18/07/2016,RIAV2,40
18/07/2016,RIAV3,20
18/07/2016,RIAV1,20
19/07/2016,LOB,20
19/07/2016,L6,20
19/07/2016,ESD2,20
19/07/2016,ESD1,20
19/07/2016,L6,20
19/07/2016,ESD1,20
18/07/2016,L1,20
19/07/2016,EMI,20
18/07/2016,L2,20
19/07/2016,L1,20
19/07/2016,ELM,20
18/07/2016,L3,20
19/07/2016,EMN1,20
19/07/2016,EMN2,40
20/07/2016,ETJ,140
20/07/2016,L5,20
20/07/2016,L1,20
20/07/2016,L2,40
19/07/2016,POR2,20
19/07/2016,L7c,20
19/07/2016,L7a,40
19/07/2016,LAG,40
20/07/2016,L7c,60
20/07/2016,TAV2,440
20/07/2016,OLH2,200
20/07/2016,FUZ1,400
20/07/2016,OLH3,280
20/07/2016,L9,200
20/07/2016,OLH1,240
20/07/2016,FAR1,40
20/07/2016,VT1,80
20/07/2016,FAR2,20
20/07/2016,L8,260
20/07/2016,L3,60
25/07/2016,LAL,240
25/07/2016,ETJ,20
25/07/2016,RIAV1,20
26/07/2016,LOB,20
25/07/2016,L8,60
25/07/2016,L8,40
26/07/2016,ESD1,40
26/07/2016,L6,40
26/07/2016,L6,40
26/07/2016,L7c,180
26/07/2016,POR2,120
26/07/2016,LAG,80
26/07/2016,L7a,260
25/07/2016,OLH5,20
26/07/2016,FAR2,20
26/07/2016,EMN1,20
26/07/2016,EMN2,20
26/07/2016,RIAV2,40
26/07/2016,RIAV4,20
26/07/2016,RIAV3,20
26/07/2016,RIAV1,20
25/07/2016,L3,20
26/07/2016,EMI,20
25/07/2016,L1,20
25/07/2016,L2,20
26/07/2016,ELM,20
26/07/2016,L1,20
27/07/2016,L2,20
27/07/2016,L9,60
27/07/2016,FUZ1,20
27/07/2016,OLH1,40
27/07/2016,TAV2,40
27/07/2016,VT1,20
27/07/2016,FAR1,120
27/07/2016,OLH2,20
27/07/2016,OLH3,80
28/07/2016,ETJ,60
28/07/2016,L5,120
29/07/2016,L5,460
01/08/2016,LAL,320
01/08/2016,RIAV1,80
01/08/2016,FAR1,20
01/08/2016,FUZ1,40
01/08/2016,L9,20
01/08/2016,OLH2,20
01/08/2016,TAV2,20
01/08/2016,VT1,20
02/08/2016,LOB,20
02/08/2016,L5,20
02/08/2016,L6,800
02/08/2016,ESD1,40
02/08/2016,ESD1,60
03/08/2016,L7c,220
02/08/2016,RIAV1,780
02/08/2016,RIAV2,840
02/08/2016,L3,40
02/08/2016,L8,20
02/08/2016,L7c,80
02/08/2016,POR2,80
02/08/2016,L7a,20
02/08/2016,LAG,20
01/08/2016,L1,20
02/08/2016,ELM,40
03/08/2016,L2,20
02/08/2016,EMI,20
03/08/2016,L8,20
04/08/2016,L5,80
04/08/2016,ETJ,120
08/08/2016,LAL,20
08/08/2016,ETJ,20
08/08/2016,RIAV1,20
09/08/2016,L5,20
09/08/2016,LOB,20
09/08/2016,L6,20
09/08/2016,L6,720
09/08/2016,ESD1,20
09/08/2016,ESD2,20
09/08/2016,L7c,20
09/08/2016,LAG,20
09/08/2016,L8,20
09/08/2016,L7a,20
09/08/2016,POR2,160
09/08/2016,RIAV1,40
09/08/2016,RIAV2,161600
09/08/2016,RIAV3,40
09/08/2016,RIAV4,80
09/08/2016,L3,40
09/08/2016,L1,20
09/08/2016,L1,20
09/08/2016,ELM,20
10/08/2016,L2,100
08/08/2016,L2,20
09/08/2016,EMI,20
10/08/2016,L7c,20
10/08/2016,OLH3,20
10/08/2016,L8,40
10/08/2016,L9,20
10/08/2016,TAV2,20
10/08/2016,VT1,200
10/08/2016,OLH2,20
10/08/2016,FAR1,20
10/08/2016,OLH1,20
10/08/2016,FUZ1,120
11/08/2016,L5,120
11/08/2016,ETJ,80
11/08/2016,L3,20
12/08/2016,L5,240
16/08/2016,LAL,40
16/08/2016,L5,20
16/08/2016,LOB,20
16/08/2016,RIAV1,160
17/08/2016,L1,60
17/08/2016,EMI,120
17/08/2016,ELM,800
16/08/2016,L1,20
16/08/2016,L1,20
17/08/2016,POR2,20
17/08/2016,LAG,20
17/08/2016,L7c,20
17/08/2016,L7c,60
17/08/2016,RIAV1,729344
17/08/2016,RIAV2,347280
17/08/2016,RIAV3,293760
17/08/2016,RIAV4,160
17/08/2016,L3,320
18/08/2016,L1,4620
18/08/2016,L2,20
17/08/2016,FAR2,20
17/08/2016,L8,20
18/08/2016,FUZ1,20
18/08/2016,VT1,20
18/08/2016,TAV2,20
18/08/2016,OLH1,20
18/08/2016,OLH2,20
18/08/2016,OLH3,20
18/08/2016,FAR1,20
18/08/2016,L8,20
18/08/2016,L9,40
22/08/2016,LAL,40
22/08/2016,ETJ,20
23/08/2016,L5,160
22/08/2016,L9,20
23/08/2016,L6,120
23/08/2016,ESD1,20
23/08/2016,ESD1,20
23/08/2016,L6,20
23/08/2016,ESD2,20
23/08/2016,L7c,20
23/08/2016,POR2,20
23/08/2016,L7a,20
23/08/2016,LAG,20
23/08/2016,L3,40
22/08/2016,RIAV1,20
22/08/2016,RIAV2,240
22/08/2016,RIAV3,80
22/08/2016,RIAV4,40
22/08/2016,RIAV1,180
23/08/2016,EMN1,40
23/08/2016,EMN2,20
22/08/2016,L1,20
23/08/2016,L1,20
22/08/2016,L2,20
23/08/2016,ELM,40
23/08/2016,EMI,40
24/08/2016,L2,40
25/08/2016,ETJ,20
25/08/2016,L5,520
24/08/2016,FAR1,20
24/08/2016,FUZ1,80
24/08/2016,OLH1,40
24/08/2016,TAV2,20
24/08/2016,OLH2,20
24/08/2016,OLH3,40
24/08/2016,L8,100
23/08/2016,OLH5,20
24/08/2016,VT1,120
24/08/2016,L7c,80
26/08/2016,L5,180
29/08/2016,L5,20
29/08/2016,LAL,20
29/08/2016,RIAV2,200
29/08/2016,RIAV1,20
29/08/2016,RIAV4,20
29/08/2016,L3,200
29/08/2016,RIAV3,20
29/08/2016,RIAV1,340
29/08/2016,L8,40
29/08/2016,OLH1,20
29/08/2016,FUZ1,20
29/08/2016,TAV2,20
29/08/2016,OLH3,20
29/08/2016,VT1,40
30/08/2016,ESD2,20
30/08/2016,L6,40
30/08/2016,ESD1,20
30/08/2016,L6,280
30/08/2016,ESD1,20
29/08/2016,L1,20
29/08/2016,L3,20
29/08/2016,L4,40
29/08/2016,L2,20
30/08/2016,EMN1,20
30/08/2016,EMN2,20
30/08/2016,POR2,20
30/08/2016,L7c,20
30/08/2016,L7a,40
30/08/2016,LAG,20
30/08/2016,ELM,20
31/08/2016,L2,60
31/08/2016,L1,200
30/08/2016,L1,20
30/08/2016,EMI,20
31/08/2016,L7c,20
29/08/2016,L8,20
31/08/2016,FAR2,20
31/08/2016,OLH5,20
05/09/2016,LAL,80
05/09/2016,L5,20
31/08/2016,L9,20
06/09/2016,LOB,20
06/09/2016,L5,20
06/09/2016,ESD1,60
06/09/2016,ESD2,20
06/09/2016,L6,60
06/09/2016,L6,40
06/09/2016,POR2,20
06/09/2016,L7c,20
06/09/2016,L7a,60
06/09/2016,LAG,20
06/09/2016,L8,20
05/09/2016,RIAV3,20
05/09/2016,RIAV2,80
05/09/2016,RIAV1,320
05/09/2016,RIAV1,20
05/09/2016,RIAV4,80
06/09/2016,L3,20
07/09/2016,L3,20
05/09/2016,L2,20
05/09/2016,L1,20
06/09/2016,ELM,20
06/09/2016,L1,20
06/09/2016,EMI,20
07/09/2016,L1,20
07/09/2016,L2,20
07/09/2016,L5,20
07/09/2016,ETJ,20
07/09/2016,VT1,20
07/09/2016,TAV2,20
07/09/2016,L8,20
07/09/2016,L9,60
07/09/2016,OLH1,20
07/09/2016,OLH3,20
07/09/2016,OLH2,20
07/09/2016,FUZ1,20
06/09/2016,FAR1,20
07/09/2016,L7c,20
12/09/2016,L5,60
12/09/2016,ETJ,20
11/09/2016,ETJ,20
12/09/2016,OLH1,20
12/09/2016,OLH2,20
12/09/2016,OLH3,20
12/09/2016,FUZ1,20
12/09/2016,L9,20
12/09/2016,VT1,200
12/09/2016,TAV2,200
12/09/2016,RIAV1,120
12/09/2016,RIAV1,20
12/09/2016,RIAV2,120
12/09/2016,RIAV3,120
12/09/2016,RIAV4,20
12/09/2016,L3,160
13/09/2016,LAL,20
13/09/2016,LOB,20
13/09/2016,L5,380
13/09/2016,ESD1,20
13/09/2016,L6,20
13/09/2016,L6,40
13/09/2016,ESD1,20
13/09/2016,ESD2,20
13/09/2016,EMN1,40
13/09/2016,EMN2,80
14/09/2016,L2,2620
13/09/2016,ELM,20
13/09/2016,L1,20
13/09/2016,EMI,20
12/09/2016,L1,20
12/09/2016,L2,20
13/09/2016,POR2,40
13/09/2016,LAG,20
13/09/2016,L7c,20
13/09/2016,L7a,40
14/09/2016,L7c,60
14/09/2016,FAR1,20
13/09/2016,OLH5,40
14/09/2016,L8,20
14/09/2016,L8,20
15/09/2016,L3,1660
19/09/2016,LAL,80
19/09/2016,L5,160
19/09/2016,ETJ,20
19/09/2016,L5,20
18/09/2016,L4,60
19/09/2016,L9,40
18/09/2016,L3,260
19/09/2016,L3,5000
19/09/2016,TAV2,40
19/09/2016,VT1,20
19/09/2016,RIAV1,600
19/09/2016,RIAV2,200
19/09/2016,RIAV3,280
19/09/2016,RIAV4,120
20/09/2016,LOB,280
20/09/2016,L5,20
20/09/2016,ESD2,20
20/09/2016,ESD1,20
20/09/2016,ESD1,20
20/09/2016,L6,40
20/09/2016,L6,20
20/09/2016,RIAV1,20
20/09/2016,EMN1,40
20/09/2016,EMN2,20
20/09/2016,POR2,20
20/09/2016,OLH5,20
20/09/2016,LAG,20
20/09/2016,L7a,20
20/09/2016,L7c,20
19/09/2016,L1,20
20/09/2016,L2,2500
20/09/2016,EMI,20
19/09/2016,L2,20
20/09/2016,L1,20
21/09/2016,ELM,20
21/09/2016,L8,20
21/09/2016,L8,20
21/09/2016,L7c,20
21/09/2016,FAR1,20
21/09/2016,FAR2,20
21/09/2016,OLH1,20
21/09/2016,OLH2,20
21/09/2016,OLH3,20
21/09/2016,FUZ1,20
26/09/2016,LAL,80
26/09/2016,L5,20
26/09/2016,ETJ,20
26/09/2016,RIAV1,56900
26/09/2016,RIAV1,20
26/09/2016,RIAV2,44320
26/09/2016,RIAV3,40
26/09/2016,RIAV4,20
26/09/2016,L3,20
26/09/2016,OLH1,20
26/09/2016,OLH2,20
26/09/2016,OLH3,20
26/09/2016,FUZ1,20
26/09/2016,L8,20
26/09/2016,L8,20
27/09/2016,ETJ,20
27/09/2016,L5,20
26/09/2016,L5,580
27/09/2016,ESD2,20
27/09/2016,ESD1,20
27/09/2016,L6,60
27/09/2016,L6,20
27/09/2016,ESD1,20
27/09/2016,L7a,20
27/09/2016,L7c,20
27/09/2016,LAG,40
27/09/2016,POR2,20
27/09/2016,LOB,280
27/09/2016,EMN1,20
27/09/2016,EMN2,20
28/09/2016,L3,1340
28/09/2016,OLH4,20
28/09/2016,L8,20
28/09/2016,FAR1,20
28/09/2016,FAR2,20
28/09/2016,VT1,20
28/09/2016,TAV2,20
28/09/2016,L9,20
29/09/2016,L7c,140
29/09/2016,L2,20
29/09/2016,L2,20
03/10/2016,L5,40
03/10/2016,ETJ,20
03/10/2016,FAR2,20
03/10/2016,RIAV1,700
03/10/2016,RIAV1,20
03/10/2016,RIAV2,160
03/10/2016,RIAV3,80
03/10/2016,RIAV4,20
04/10/2016,L5,120
04/10/2016,LOB,80
04/10/2016,L5,80
04/10/2016,ESD1,20
04/10/2016,L6,20
04/10/2016,ESD2,20
04/10/2016,L6,200
04/10/2016,ESD1,20
04/10/2016,OLH1,20
04/10/2016,OLH2,40
04/10/2016,OLH3,80
04/10/2016,OLH5,40
04/10/2016,FUZ1,3280
04/10/2016,VT1,20
04/10/2016,L9,120
06/10/2016,EMN2,40
06/10/2016,EMN1,20
03/10/2016,L3,760
06/10/2016,L3,40
06/10/2016,L4,80
06/10/2016,L7c,160
06/10/2016,LAG,20
06/10/2016,L7a,20
06/10/2016,POR2,20
06/10/2016,L8,20
06/10/2016,POR3,20
06/10/2016,L8,20
06/10/2016,OLH4,20
06/10/2016,L7c,20
10/10/2016,LAL,520
10/10/2016,L5,20
10/10/2016,ETJ,20
10/10/2016,RIAV2,360
10/10/2016,RIAV1,520
10/10/2016,RIAV1,20
10/10/2016,RIAV3,160
10/10/2016,RIAV4,20
10/10/2016,L3,300
10/10/2016,VT1,20
10/10/2016,TAV2,20
11/10/2016,LOB,20
10/10/2016,L8,20
10/10/2016,L5,60
11/10/2016,L5,140
11/10/2016,ESD2,20
11/10/2016,ESD1,40
11/10/2016,ESD1,20
11/10/2016,L6,80
11/10/2016,L6,20
11/10/2016,L7c,20
11/10/2016,L7a,20
11/10/2016,L7b,20
11/10/2016,LAG,20
11/10/2016,POR2,20
11/10/2016,POR3,20
10/10/2016,OLH5,20
11/10/2016,L8,100
11/10/2016,EMN1,1960
11/10/2016,EMN2,80
12/10/2016,OLH2,20
12/10/2016,OLH1,20
12/10/2016,OLH3,20
12/10/2016,FAR1,20
11/10/2016,FAR2,20
12/10/2016,L9,20
12/10/2016,FUZ1,20
13/10/2016,L7c,20
17/10/2016,LAL,200
17/10/2016,L5,20
17/10/2016,L5,40
17/10/2016,ETJ,20
17/10/2016,ELM,4280
17/10/2016,L2,20
17/10/2016,EMI,160
17/10/2016,L1,160
17/10/2016,L3,680
17/10/2016,RIAV1,20
17/10/2016,TAV2,40
17/10/2016,VT1,20
17/10/2016,L9,140
17/10/2016,L8,200
18/10/2016,LOB,20
18/10/2016,L5,20
18/10/2016,L6,20
18/10/2016,L6,140
18/10/2016,ESD1,20
18/10/2016,ESD2,20
18/10/2016,ESD1,40
18/10/2016,RIAV1,580
18/10/2016,RIAV2,280
18/10/2016,RIAV3,200
18/10/2016,RIAV4,20
18/10/2016,L3,1440
18/10/2016,EMN1,20
18/10/2016,EMN2,40
18/10/2016,L7b,40
18/10/2016,POR3,20
18/10/2016,L8,20
18/10/2016,L7a,40
18/10/2016,L7c,100
18/10/2016,POR2,40
18/10/2016,LAG,40
19/10/2016,OLH3,20
19/10/2016,OLH2,40
19/10/2016,OLH1,20
19/10/2016,FUZ1,20
19/10/2016,FAR1,40
19/10/2016,FAR2,20
20/10/2016,EMR,160
20/10/2016,L7c,80
24/10/2016,LAL,160
24/10/2016,ETJ,20
24/10/2016,RIAV2,160
24/10/2016,RIAV1,20
24/10/2016,RIAV3,20
24/10/2016,RIAV1,20
24/10/2016,RIAV4,20
24/10/2016,L3,160
24/10/2016,L8,20
24/10/2016,OLH1,20
24/10/2016,OLH2,20
24/10/2016,OLH3,20
24/10/2016,VT1,20
24/10/2016,FUZ1,80
24/10/2016,TAV2,40
25/10/2016,L5,20
25/10/2016,LOB,20
25/10/2016,L6,20
25/10/2016,ESD1,20
25/10/2016,ESD1,20
25/10/2016,ESD2,20
25/10/2016,L6,20
25/10/2016,L5,20
25/10/2016,LAG,20
25/10/2016,POR3,20
25/10/2016,POR2,20
25/10/2016,L7c,20
25/10/2016,L7a,20
25/10/2016,EMN1,40
25/10/2016,EMN2,20
26/10/2016,L2,200
26/10/2016,EMI,80
26/10/2016,L1,20
26/10/2016,L1,20
26/10/2016,ELM,160
26/10/2016,L2,20
26/10/2016,L7c,60
26/10/2016,FAR1,20
26/10/2016,FAR2,20
26/10/2016,OLH5,20
26/10/2016,L9,20
02/11/2016,LOB,20
02/11/2016,L5,20
02/11/2016,EMI,160
02/11/2016,ELM,640
02/11/2016,L1,20
02/11/2016,L2,3260
02/11/2016,ESD1,20
02/11/2016,L6,40
02/11/2016,ESD2,20
02/11/2016,ESD1,20
02/11/2016,L6,20
02/11/2016,OLH5,20
02/11/2016,FAR2,20
02/11/2016,L8,140
02/11/2016,L9,20
02/11/2016,VT1,20
02/11/2016,TAV2,600
02/11/2016,RIAV1,20
02/11/2016,L3,160
03/11/2016,L5,120
03/11/2016,ETJ,20
03/11/2016,L5,20
03/11/2016,EMN1,40
03/11/2016,EMN2,80
03/11/2016,L7a,20
03/11/2016,L7b,140
03/11/2016,L7c,60
03/11/2016,POR2,40
03/11/2016,POR3,20
03/11/2016,LAG,40
03/11/2016,L3,1320
03/11/2016,L7c,100
07/11/2016,EMR,20
07/11/2016,L8,20
07/11/2016,L9,20
08/11/2016,L5,20
08/11/2016,LOB,20
08/11/2016,L5,20
08/11/2016,L6,20
08/11/2016,ESD1,20
08/11/2016,L6,80
08/11/2016,L7b,20
08/11/2016,L7a,20
08/11/2016,L7c,20
08/11/2016,POR3,20
08/11/2016,LAG,40
08/11/2016,POR2,20
08/11/2016,L8,120
08/11/2016,FAR2,20
08/11/2016,TAV2,20
08/11/2016,L7c,20
08/11/2016,RIAV1,80
08/11/2016,RIAV1,20
08/11/2016,RIAV2,40
08/11/2016,RIAV3,20
08/11/2016,RIAV4,20
08/11/2016,EMN1,40
08/11/2016,EMN2,20
08/11/2016,L3,120
09/11/2016,L1,20
09/11/2016,L2,220
09/11/2016,EMI,20
09/11/2016,ELM,20
09/11/2016,L1,20
09/11/2016,L1,20
09/11/2016,VT1,20
09/11/2016,FAR1,20
09/11/2016,FUZ1,20
09/11/2016,OLH2,160
09/11/2016,OLH3,40
09/11/2016,OLH1,200
10/11/2016,ETJ,20
10/11/2016,L5,20
14/11/2016,LAL,600
14/11/2016,L2,100
14/11/2016,L1,20
15/11/2016,L5,20
15/11/2016,L5,20
14/11/2016,L8,40
14/11/2016,FUZ1,20
14/11/2016,FAR1,40
14/11/2016,L8,40
14/11/2016,VT1,20
14/11/2016,OLH1,40
14/11/2016,OLH3,20
14/11/2016,OLH2,40
14/11/2016,TAV2,120
14/11/2016,RIAV1,40
14/11/2016,RIAV2,20
14/11/2016,RIAV3,20
14/11/2016,RIAV4,20
14/11/2016,RIAV1,20
14/11/2016,L3,20
15/11/2016,LOB,20
15/11/2016,L6,20
15/11/2016,ESD1,20
15/11/2016,ESD1,20
15/11/2016,ESD2,20
15/11/2016,L6,20
15/11/2016,EMN1,80
15/11/2016,EMN2,20
15/11/2016,ETJ,20
16/11/2016,L5,20
15/11/2016,L7a,20
15/11/2016,L7b,20
15/11/2016,L7c,20
15/11/2016,POR2,40
15/11/2016,POR3,20
15/11/2016,LAG,20
16/11/2016,ELM,20
16/11/2016,L2,20
16/11/2016,EMI,20
16/11/2016,L1,20
16/11/2016,L9,20
16/11/2016,L3,180
16/11/2016,FAR2,20
16/11/2016,L4,60
15/11/2016,OLH5,80
17/11/2016,ETJ,20
17/11/2016,L5,20
17/11/2016,L7c,60
21/11/2016,EMR,20
22/11/2016,L5,20
22/11/2016,LOB,20
22/11/2016,L6,20
22/11/2016,ESD1,20
22/11/2016,ESD1,20
22/11/2016,L6,20
22/11/2016,RIAV1,20
22/11/2016,RIAV2,120
22/11/2016,RIAV3,20
22/11/2016,RIAV4,20
22/11/2016,RIAV1,20
22/11/2016,L3,20
22/11/2016,EMN1,20
22/11/2016,EMN2,20
22/11/2016,ETJ,20
22/11/2016,L7c,40
22/11/2016,L7b,20
21/11/2016,L7a,20
22/11/2016,POR2,20
22/11/2016,LAG,20
22/11/2016,POR3,20
22/11/2016,L7c,40
23/11/2016,L5,20
23/11/2016,ETJ,20
23/11/2016,L2,40
23/11/2016,L1,20
23/11/2016,EMI,20
23/11/2016,L1,20
23/11/2016,ELM,40
23/11/2016,L8,20
23/11/2016,L9,80
23/11/2016,L8,20
23/11/2016,VT1,40
23/11/2016,FAR1,20
23/11/2016,OLH3,20
22/11/2016,OLH5,20
23/11/2016,TAV2,40
23/11/2016,OLH1,20
23/11/2016,FAR2,20
23/11/2016,OLH2,20
23/11/2016,FUZ1,20
23/11/2016,L7c,20
24/11/2016,L3,20
28/11/2016,LAL,20
28/11/2016,L5,20
28/11/2016,ETJ,20
28/11/2016,RIAV1,20
28/11/2016,RIAV1,20
28/11/2016,RIAV2,20
28/11/2016,RIAV3,20
28/11/2016,RIAV4,20
28/11/2016,OLH5,20
28/11/2016,L8,20
28/11/2016,FAR2,20
28/11/2016,FAR1,20
28/11/2016,OLH3,20
28/11/2016,OLH2,20
28/11/2016,OLH1,20
28/11/2016,FUZ1,20
28/11/2016,L9,20
28/11/2016,TAV2,20
28/11/2016,VT1,20
28/11/2016,L8,20
29/11/2016,L5,20
29/11/2016,LOB,20
29/11/2016,L6,20
29/11/2016,ESD1,20
29/11/2016,ESD1,40
29/11/2016,ESD2,20
29/11/2016,L6,20
29/11/2016,EMN1,40
29/11/2016,EMN2,40
29/11/2016,L3,20
29/11/2016,POR2,20
29/11/2016,L7b,20
29/11/2016,L7a,20
29/11/2016,POR3,20
29/11/2016,LAG,20
29/11/2016,L7c,20
29/11/2016,ETJ,20
30/11/2016,ELM,40
30/11/2016,L1,20
30/11/2016,EMI,20
28/11/2016,L1,80
28/11/2016,L2,80
05/12/2016,L5,20
05/12/2016,ETJ,20
05/12/2016,RIAV1,20
05/12/2016,RIAV1,20
05/12/2016,RIAV2,20
05/12/2016,RIAV3,20
05/12/2016,RIAV4,20
05/12/2016,L3,20
05/12/2016,OLH1,20
05/12/2016,OLH2,20
05/12/2016,OLH3,20
05/12/2016,FAR1,20
05/12/2016,FAR2,20
05/12/2016,FUZ1,20
05/12/2016,L8,20
05/12/2016,L9,20
05/12/2016,TAV2,40
05/12/2016,VT1,20
06/12/2016,LOB,20
06/12/2016,L5,20
06/12/2016,L5,20
06/12/2016,L6,20
06/12/2016,ESD1,20
06/12/2016,ESD1,20
06/12/2016,ESD2,20
06/12/2016,L6,20
06/12/2016,L7b,20
06/12/2016,L7a,20
06/12/2016,L7c,20
06/12/2016,LAG,20
06/12/2016,POR3,20
06/12/2016,POR2,20
06/12/2016,L1,20
06/12/2016,EMI,20
06/12/2016,ELM,20
05/12/2016,L2,20
05/12/2016,L2,20
05/12/2016,L1,20
06/12/2016,EMN1,20
06/12/2016,EMN2,200
06/12/2016,L3,60
07/12/2016,L7c,20
12/12/2016,LAL,160
12/12/2016,L3,20
12/12/2016,L2,60
12/12/2016,L3,20
12/12/2016,RIAV1,180
12/12/2016,RIAV1,40
12/12/2016,RIAV2,80
12/12/2016,RIAV3,40
12/12/2016,RIAV4,20
12/12/2016,FAR1,20
12/12/2016,TAV2,20
12/12/2016,VT1,20
12/12/2016,OLH1,120
12/12/2016,OLH2,20
12/12/2016,OLH3,40
12/12/2016,L8,200
12/12/2016,FUZ1,40
12/12/2016,L9,140
13/12/2016,LOB,40
13/12/2016,L5,20
13/12/2016,L5,20
13/12/2016,L6,20
13/12/2016,ESD2,40
13/12/2016,ESD1,20
13/12/2016,ESD1,20
13/12/2016,L6,20
13/12/2016,EMN1,20
13/12/2016,EMN2,20
14/12/2016,L5,20
13/12/2016,POR3,20
13/12/2016,L7c,20
13/12/2016,L7a,20
13/12/2016,LAG,480
13/12/2016,POR2,200
13/12/2016,ETJ,20
13/12/2016,L2,20
14/12/2016,L1,20
13/12/2016,L1,20
14/12/2016,ELM,120
14/12/2016,EMI,80
15/12/2016,ETJ,20
15/12/2016,L5,20
15/12/2016,L7c,160
19/12/2016,LAL,80
19/12/2016,ETJ,20
19/12/2016,L3,20
19/12/2016,EMR,20
20/12/2016,L5,20
19/12/2016,L8,20
20/12/2016,LOB,20
20/12/2016,L5,20
20/12/2016,L6,20
20/12/2016,ESD1,20
20/12/2016,L6,20
20/12/2016,ETJ,20
19/12/2016,RIAV1,20
19/12/2016,RIAV2,40
19/12/2016,RIAV3,20
19/12/2016,RIAV4,20
19/12/2016,RIAV1,20
19/12/2016,L3,60
20/12/2016,EMN1,20
20/12/2016,EMN2,20
20/12/2016,L1,20
19/12/2016,L2,20
19/12/2016,L1,20
20/12/2016,POR2,20
21/12/2016,L3,20
20/12/2016,L2,20
20/12/2016,LAG,40
20/12/2016,ELM,20
20/12/2016,L7b,20
20/12/2016,L7a,20
21/12/2016,L7c,20
21/12/2016,FAR1,20
21/12/2016,TAV2,20
21/12/2016,VT1,20
21/12/2016,L9,120
21/12/2016,OLH2,20
21/12/2016,OLH1,20
21/12/2016,OLH3,20
21/12/2016,FUZ1,20
22/12/2016,L5,20
22/12/2016,ETJ,20
20/12/2016,POR3,20
20/12/2016,L7c,20
20/12/2016,EMI,20
21/12/2016,L8,220
27/12/2016,L5,20
27/12/2016,LAL,80
27/12/2016,LOB,20
