Espécie,Zona de produção,Capitania,Data da colheita,Toxinas Lipofílicas
Mexilhão,OLH4,Olhão,20/02/2018,25.3
Mexilhão,OLH3,Olhão,20/02/2018,25.3
Mexilhão,L7a,Lagos,20/02/2018,25.3
Berbigão,OLH5,Olhão,20/02/2018,25.3
Mexilhão,LAG,Lagos,20/02/2018,25.3
Mexilhão,POR2,Portimão,20/02/2018,25.3
Mexilhão,RIAV3,Aveiro,20/02/2018,25.3
Berbigão,EMN1,Fig. Foz,20/02/2018,25.3
Berbigão,RIAV3,Aveiro,20/02/2018,25.3
Berbigão,EMN2,Fig. Foz,20/02/2018,25.3
Berbigão,RIAV1,Aveiro,20/02/2018,25.3
Mexilhão,L7c,Lagos,21/02/2018,25.3
Mexilhão,L4,Nazaré,20/02/2018,16.0
Ostra-gigante,L7b,Lagos-Portimão,20/02/2018,25.3
Ostra-gigante,POR3,Portimão,20/02/2018,25.3
Mexilhão,L7c,Lagos,21/02/2018,25.3
A. Boa,FAR2,Faro,21/02/2018,25.3
Mexilhão,TAV2,Tavira,21/02/2018,25.3
Mexilhão,FAR1,Faro,21/02/2018,25.3
Conquilha,L9,VRSA,22/02/2018,35.0
Conquilha,L8,Olhão,22/02/2018,46.0
A. Boa,LAL,Setúbal,25/02/2018,25.3
Mexilhão,ETJ,Lisboa,26/02/2018,45.0
Mexilhão,L5b,Lisboa,26/02/2018,55.0
Mexilhão,L7c,Lagos,26/02/2018,25.3
Berbigão,RIAV2,Aveiro,26/02/2018,25.3
Berbigão,RIAV1,Aveiro,26/02/2018,25.3
Mexilhão,RIAV1,Aveiro,26/02/2018,25.3
Berbigão,RIAV3,Aveiro,26/02/2018,25.3
Mexilhão,RIAV2,Aveiro,26/02/2018,25.3
Lambujinha,ESD1,Setúbal,27/02/2018,25.3
A. Branca,L4,Nazaré,26/02/2018,25.3
A. Branca,L2,Douro,26/02/2018,25.3
Mexilhão,ELM,V. Castelo,27/02/2018,25.3
Berbigão,EMN1,Fig. Foz,27/02/2018,25.3
Mexilhão,RIAV2,Aveiro,05/03/2018,28.0
Mexilhão,RIAV1,Aveiro,05/03/2018,58.0
Berbigão,RIAV1,Aveiro,05/03/2018,25.3
Berbigão,RIAV3,Aveiro,05/03/2018,25.3
Berbigão,RIAV2,Aveiro,05/03/2018,25.3
Mexilhão,RIAV4,Aveiro,05/03/2018,25.3
Mexilhão,OLH2,Olhão,05/03/2018,79.0
Mexilhão,L3,Aveiro,05/03/2018,79.0
Ostra-gigante,GUA,GUA,05/03/2018,25.3
Mexilhão,L5a,Lisboa,06/03/2018,76.0
Berbigão,LOB,Peniche,06/03/2018,25.3
Mexilhão,LOB,Peniche,06/03/2018,25.3
Lambujinha,ESD2,Setúbal,05/03/2018,25.3
Mexilhão,L6,Setúbal,06/03/2018,59.0
Mexilhão,RIAV3,Aveiro,06/03/2018,27.0
Mexilhão,L2,Douro,06/03/2018,70.0
Mexilhão,L4,Nazaré,06/03/2018,56.0
Mexilhão,L1,Caminha,06/03/2018,91.0
A. Boa,FUZ1,Olhão,06/03/2018,25.3
Mexilhão,LAG,Lagos,06/03/2018,25.3
Mexilhão,POR2,Portimão,06/03/2018,25.3
Berbigão,OLH5,Olhão,06/03/2018,25.3
Mexilhão,L7a,Lagos,06/03/2018,25.3
A. Branca,L3,Aveiro,07/03/2018,25.3
A. Branca,L2,Douro,07/03/2018,25.3
Mexilhão,EMR,Sines,07/03/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,06/03/2018,25.3
Ostra-gigante,POR3,Portimão,06/03/2018,25.3
Mexilhão,OLH3,Olhão,07/03/2018,44.0
Conquilha,L9,VRSA,07/03/2018,57.0
A. Boa,OLH1,Olhão,07/03/2018,25.3
Conquilha,L8,Olhão,07/03/2018,53.0
Mexilhão,OLH4,Olhão,07/03/2018,52.0
Mexilhão,TAV2,Tavira,07/03/2018,25.3
Mexilhão,FAR1,Faro,08/03/2018,39.0
Berbigão,FAR2,Faro,08/03/2018,51.0
Ostra-gigante,VT1,Tavira-VRSA,08/03/2018,25.3
Mexilhão,ETJ,Lisboa,12/03/2018,30.0
Mexilhão,L5b,Lisboa,12/03/2018,87.0
Mexilhão,LAL,Setúbal,13/03/2018,25.3
Berbigão,RIAV1,Aveiro,12/03/2018,25.3
Berbigão,RIAV3,Aveiro,12/03/2018,25.3
Berbigão,RIAV2,Aveiro,12/03/2018,28.0
Berbigão,OLH5,Olhão,12/03/2018,32.0
Mexilhão,OLH2,Olhão,12/03/2018,45.0
Mexilhão,LOB,Peniche,13/03/2018,25.3
Berbigão,LOB,Peniche,13/03/2018,25.3
Longueirão,L6,Setúbal,13/03/2018,25.3
A. Branca,L4,Nazaré,13/03/2018,25.3
Mexilhão,RIAV1,Aveiro,13/03/2018,25.0
Mexilhão,RIAV2,Aveiro,13/03/2018,26.0
A. Boa,FAR2,Faro,13/03/2018,25.3
Berbigão,EMN1,Fig. Foz,13/03/2018,25.3
Mexilhão,LAG,Lagos,13/03/2018,25.3
Mexilhão,POR2,Portimão,13/03/2018,25.3
Mexilhão,TAV2,Tavira,12/03/2018,25.3
Mexilhão,FAR1,Faro,13/03/2018,36.0
Lambujinha,ESD2,Setúbal,14/03/2018,25.3
Lambujinha,ESD1,Setúbal,14/03/2018,25.3
Mexilhão,OLH3,Olhão,14/03/2018,49.0
Mexilhão,OLH4,Olhão,14/03/2018,45.0
Ostra-gigante,L7b,Lagos-Portimão,13/03/2018,25.3
A. Boa,FUZ1,Olhão,15/03/2018,25.3
Mexilhão,L7c,Lagos,16/03/2018,25.3
Mexilhão,L5b,Lisboa,19/03/2018,42.0
Mexilhão,ETJ,Lisboa,19/03/2018,25.3
Mexilhão,LAL,Setúbal,19/03/2018,25.3
A. Japonesa,ETJ,Lisboa,19/03/2018,25.3
A. Branca,L2,Douro,19/03/2018,25.3
Mexilhão,L2,Douro,19/03/2018,62.0
Mexilhão,OLH4,Olhão,19/03/2018,25.3
Conquilha,L8,Olhão,19/03/2018,59.0
Berbigão,RIAV2,Aveiro,19/03/2018,25.3
A. Boa,OLH1,Olhão,19/03/2018,25.3
Mexilhão,RIAV1,Aveiro,19/03/2018,35.0
Conquilha,L9,VRSA,19/03/2018,41.0
Mexilhão,RIAV2,Aveiro,19/03/2018,31.0
Mexilhão,RIAV4,Aveiro,19/03/2018,25.3
Mexilhão,OLH2,Olhão,19/03/2018,48.0
Mexilhão,OLH3,Olhão,19/03/2018,25.3
Mexilhão,LOB,Peniche,20/03/2018,25.3
Berbigão,LOB,Peniche,20/03/2018,25.3
Mexilhão,L5a,Lisboa,20/03/2018,19.0
Lambujinha,ESD1,Setúbal,20/03/2018,25.3
Mexilhão,L6,Setúbal,20/03/2018,25.3
A. Japonesa,ESD2,Setúbal,20/03/2018,25.3
Mexilhão,L1,Caminha,20/03/2018,96.0
Mexilhão,L7c,Lagos,19/03/2018,25.3
Mexilhão,ELM,V. Castelo,20/03/2018,34.0
Ostra-gigante,GUA,GUA,19/03/2018,25.3
Ostra-gigante,VT1,Tavira-VRSA,19/03/2018,25.3
Berbigão,RIAV3,Aveiro,20/03/2018,34.0
Berbigão,RIAV1,Aveiro,20/03/2018,25.3
Berbigão,EMN1,Fig. Foz,20/03/2018,25.3
Mexilhão,L4,Nazaré,20/03/2018,61.0
Berbigão,OLH5,Olhão,20/03/2018,25.3
Mexilhão,LAG,Lagos,20/03/2018,25.3
Mexilhão,EMR,Sines,21/03/2018,25.3
Ostra-gigante,POR3,Portimão,20/03/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,20/03/2018,25.3
Mexilhão,TAV2,Tavira,21/03/2018,25.3
Mexilhão,L7c,Lagos,21/03/2018,25.3
A. Branca,L3,Aveiro,22/03/2018,25.3
A. Boa,FAR2,Faro,22/03/2018,25.3
Mexilhão,L7a,Lagos,23/03/2018,25.3
Mexilhão,LAL,Setúbal,26/03/2018,25.3
Mexilhão,L5b,Lisboa,26/03/2018,25.3
Mexilhão,ETJ,Lisboa,26/03/2018,25.3
Mexilhão,OLH3,Olhão,26/03/2018,25.3
Mexilhão,OLH2,Olhão,26/03/2018,25.3
Berbigão,RIAV1,Aveiro,26/03/2018,25.3
Berbigão,OLH5,Olhão,26/03/2018,25.3
Mexilhão,OLH4,Olhão,26/03/2018,25.3
Mexilhão,RIAV2,Aveiro,26/03/2018,25.3
Berbigão,RIAV2,Aveiro,26/03/2018,25.3
Conquilha,L6,Setúbal,27/03/2018,24.0
Mexilhão,L7c,Lagos,26/03/2018,25.3
Mexilhão,LOB,Peniche,27/03/2018,25.3
Berbigão,RIAV3,Aveiro,26/03/2018,25.3
Berbigão,LOB,Peniche,27/03/2018,25.3
Mexilhão,RIAV1,Aveiro,26/03/2018,25.3
A. Branca,L3,Aveiro,27/03/2018,25.3
Mexilhão,L2,Douro,26/03/2018,25.3
A. Branca,L1,Caminha,27/03/2018,25.3
A. Branca,L2,Douro,27/03/2018,25.3
Ostra-gigante,GUA,GUA,26/03/2018,25.3
A. Boa,FAR2,Faro,27/03/2018,25.3
Mexilhão,FAR1,Faro,27/03/2018,25.3
Conquilha,L8,Olhão,27/03/2018,25.3
Mexilhão,POR2,Portimão,27/03/2018,25.3
Mexilhão,LAG,Lagos,27/03/2018,25.3
Conquilha,L9,VRSA,27/03/2018,25.3
Ostra-gigante,ELM,V. Castelo,26/03/2018,25.3
Ostra-gigante,POR3,Portimão,27/03/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,27/03/2018,25.3
A. Boa,FUZ1,Olhão,28/03/2018,25.3
Mexilhão,ETJ,Lisboa,02/04/2018,25.3
Mexilhão,L5b,Lisboa,02/04/2018,42.0
Mexilhão,LAL,Setúbal,02/04/2018,25.3
Mexilhão,L7c,Lagos,28/03/2018,25.3
Mexilhão,L7c,Lagos,02/04/2018,25.3
Mexilhão,RIAV2,Aveiro,02/04/2018,25.3
Mexilhão,RIAV1,Aveiro,02/04/2018,25.3
Berbigão,RIAV2,Aveiro,02/04/2018,25.3
Mexilhão,RIAV4,Aveiro,02/04/2018,25.3
Mexilhão,L3,Aveiro,02/04/2018,92.0
Mexilhão,OLH3,Olhão,02/04/2018,25.3
Mexilhão,OLH2,Olhão,02/04/2018,25.3
Mexilhão,OLH4,Olhão,02/04/2018,25.3
A. Boa,FUZ1,Olhão,02/04/2018,25.3
Ostra-gigante,GUA,GUA,02/04/2018,25.3
Mexilhão,L6,Setúbal,03/04/2018,25.3
Lambujinha,ESD1,Setúbal,03/04/2018,25.3
Berbigão,LOB,Peniche,03/04/2018,25.3
Mexilhão,LOB,Peniche,03/04/2018,25.3
Mexilhão,L5a,Lisboa,03/04/2018,25.3
Conquilha,L6,Setúbal,03/04/2018,22.0
A. Japonesa,ESD2,Setúbal,03/04/2018,25.3
A. Branca,L3,Aveiro,03/04/2018,25.3
Mexilhão,L1,Caminha,03/04/2018,193.0
Mexilhão,L2,Douro,02/04/2018,164.0
Berbigão,RIAV1,Aveiro,03/04/2018,25.3
A. Boa,OLH1,Olhão,03/04/2018,25.3
Conquilha,L8,Olhão,03/04/2018,25.3
Mexilhão,EMR,Sines,04/04/2018,25.3
Mexilhão,LAG,Lagos,03/04/2018,25.3
Mexilhão,POR2,Portimão,03/04/2018,25.3
Mexilhão,L4,Nazaré,03/04/2018,25.3
Berbigão,RIAV3,Aveiro,03/04/2018,25.3
Mexilhão,TAV2,Tavira,04/04/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,04/04/2018,25.3
Ostra-gigante,POR3,Portimão,03/04/2018,25.3
Ostra-gigante,VT1,Tavira-VRSA,04/04/2018,25.3
Conquilha,L9,VRSA,05/04/2018,38.0
Mexilhão,FAR1,Faro,05/04/2018,25.3
Mexilhão,LAL,Setúbal,09/04/2018,25.0
A. Japonesa,ETJ,Lisboa,09/04/2018,25.3
Mexilhão,ETJ,Lisboa,09/04/2018,25.3
Berbigão,RIAV2,Aveiro,09/04/2018,25.3
Mexilhão,RIAV1,Aveiro,09/04/2018,25.3
Mexilhão,RIAV2,Aveiro,09/04/2018,25.3
Mexilhão,OLH2,Olhão,09/04/2018,25.3
Mexilhão,L7c,Lagos,09/04/2018,29.0
Berbigão,LOB,Peniche,10/04/2018,25.3
Mexilhão,LOB,Peniche,10/04/2018,25.3
Ostra-gigante,GUA,GUA,09/04/2018,25.3
Ostra-gigante,VT1,Tavira-VRSA,09/04/2018,25.3
Mexilhão,POR2,Portimão,09/04/2018,25.3
Berbigão,RIAV3,Aveiro,10/04/2018,25.3
Mexilhão,L2,Douro,09/04/2018,217.0
Berbigão,RIAV1,Aveiro,10/04/2018,25.3
Mexilhão,LAG,Lagos,10/04/2018,25.3
Ameijola,L6,Setúbal,11/04/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,10/04/2018,25.3
Ostra-gigante,POR3,Portimão,10/04/2018,25.3
A. Boa,FUZ1,Olhão,11/04/2018,25.3
Berbigão,OLH5,Olhão,11/04/2018,25.3
Mexilhão,OLH3,Olhão,11/04/2018,25.3
Mexilhão,OLH4,Olhão,11/04/2018,25.3
Mexilhão,L5b,Lisboa,16/04/2018,25.3
Mexilhão,ETJ,Lisboa,16/04/2018,25.3
Mexilhão,LAL,Setúbal,16/04/2018,25.3
Mexilhão,TAV2,Tavira,16/04/2018,25.3
A. Boa,OLH1,Olhão,16/04/2018,25.3
Mexilhão,OLH4,Olhão,16/04/2018,25.3
A. Boa,FUZ1,Olhão,16/04/2018,25.3
Berbigão,RIAV3,Aveiro,16/04/2018,142.0
Berbigão,RIAV2,Aveiro,16/04/2018,237.0
Mexilhão,OLH2,Olhão,16/04/2018,25.3
A. Boa,FAR2,Faro,16/04/2018,25.3
Berbigão,RIAV1,Aveiro,16/04/2018,295.0
Mexilhão,FAR1,Faro,16/04/2018,25.3
Mexilhão,OLH3,Olhão,16/04/2018,25.3
Mexilhão,RIAV2,Aveiro,16/04/2018,182.0
Mexilhão,RIAV4,Aveiro,16/04/2018,98.0
Mexilhão,RIAV1,Aveiro,16/04/2018,266.0
Berbigão,LOB,Peniche,17/04/2018,25.3
Mexilhão,LOB,Peniche,17/04/2018,25.3
Mexilhão,L5a,Lisboa,17/04/2018,25.3
Lambujinha,ESD1,Setúbal,17/04/2018,25.3
Longueirão,L6,Setúbal,17/04/2018,25.3
A. Japonesa,ESD2,Setúbal,17/04/2018,25.3
Mexilhão,L6,Setúbal,17/04/2018,25.3
A. Branca,L2,Douro,17/04/2018,80.0
A. Branca,L3,Aveiro,17/04/2018,81.0
Mexilhão,LAG,Lagos,17/04/2018,25.3
Conquilha,L9,VRSA,17/04/2018,25.3
Ostra-gigante,GUA,GUA,16/04/2018,25.3
Mexilhão,ELM,V. Castelo,17/04/2018,153.0
Mexilhão,L7c,Lagos,17/04/2018,25.3
Conquilha,L8,Olhão,17/04/2018,25.3
Mexilhão,L7a,Lagos,17/04/2018,25.3
Mexilhão,L2,Douro,16/04/2018,282.0
Mexilhão,POR2,Portimão,17/04/2018,25.3
Mexilhão,L1,Caminha,17/04/2018,339.0
Mexilhão,L4,Nazaré,17/04/2018,356.0
Mexilhão,EMR,Sines,18/04/2018,25.3
Ostra-gigante,POR3,Portimão,17/04/2018,25.3
A. Branca,L4,Nazaré,19/04/2018,25.3
Mexilhão,LAL,Setúbal,23/04/2018,25.3
Conquilha,L5b,Lisboa,23/04/2018,544.0
Ostra-gigante,ELM,V. Castelo,17/04/2018,46.0
Mexilhão,ETJ,Lisboa,23/04/2018,25.3
Conquilha,L6,Setúbal,23/04/2018,25.3
Mexilhão,L5b,Lisboa,23/04/2018,387.0
A. Branca,L1,Caminha,23/04/2018,25.3
A. Branca,L2,Douro,23/04/2018,25.3
Mexilhão,L7c,Lagos,23/04/2018,25.3
Castanhola,L2,Douro,23/04/2018,25.3
A. Boa,RIAV1,Aveiro,23/04/2018,331.0
A. Macha,RIAV1,Aveiro,23/04/2018,469.0
Berbigão,RIAV2,Aveiro,23/04/2018,138.0
A. Japonesa,RIAV1,Aveiro,23/04/2018,86.0
A. Boa,RIAV2,Aveiro,23/04/2018,304.0
Berbigão,RIAV3,Aveiro,23/04/2018,550.0
A. Macha,RIAV2,Aveiro,23/04/2018,550.0
Longueirão,RIAV1,Aveiro,23/04/2018,135.0
Mexilhão,OLH4,Olhão,23/04/2018,152.0
Longueirão,RIAV2,Aveiro,23/04/2018,550.0
Berbigão,RIAV1,Aveiro,23/04/2018,135.0
Mexilhão,RIAV1,Aveiro,23/04/2018,550.0
Mexilhão,OLH3,Olhão,23/04/2018,182.0
Mexilhão,RIAV2,Aveiro,23/04/2018,550.0
Mexilhão,OLH2,Olhão,23/04/2018,25.3
Mexilhão,TAV2,Tavira,23/04/2018,147.0
A. Japonesa,RIAV2,Aveiro,23/04/2018,550.0
Mexilhão,LOB,Peniche,24/04/2018,25.3
Mexilhão,L5a,Lisboa,24/04/2018,140.0
Berbigão,LOB,Peniche,24/04/2018,25.3
Ostra-gigante,GUA,GUA,23/04/2018,25.3
Ostra-gigante,RIAV2,Aveiro,23/04/2018,25.3
Ostra-gigante,VT1,Tavira-VRSA,23/04/2018,25.3
A. Boa,FAR2,Faro,24/04/2018,25.3
Mexilhão,LAG,Lagos,24/04/2018,25.3
Pé-de-burrinho,L9,VRSA,24/04/2018,25.3
Mexilhão,FAR1,Faro,24/04/2018,25.3
Mexilhão,POR2,Portimão,24/04/2018,25.3
Berbigão,OLH5,Olhão,24/04/2018,25.3
Pé-de-burrinho,L8,Olhão,24/04/2018,25.3
Ostra-gigante,FAR2,Faro,24/04/2018,25.3
Ostra-gigante,POR3,Portimão,24/04/2018,25.3
Mexilhão,L7c,Lagos,26/04/2018,211.0
Mexilhão,LAL,Setúbal,30/04/2018,25.3
A. Branca,L3,Aveiro,30/04/2018,25.3
Conquilha,L9,VRSA,30/04/2018,210.0
Conquilha,L8,Olhão,30/04/2018,219.0
Mexilhão,LOB,Peniche,02/05/2018,25.3
Berbigão,LOB,Peniche,02/05/2018,25.3
Mexilhão,L5a,Lisboa,02/05/2018,25.3
Lambujinha,ESD1,Setúbal,02/05/2018,25.3
A. Japonesa,ESD2,Setúbal,02/05/2018,25.3
Mexilhão,L6,Setúbal,02/05/2018,108.0
Mexilhão,L2,Douro,30/04/2018,206.0
Mexilhão,L1,Caminha,02/05/2018,142.0
Berbigão,RIAV1,Aveiro,30/04/2018,100.0
Berbigão,RIAV2,Aveiro,02/05/2018,294.0
A. Japonesa,RIAV1,Aveiro,02/05/2018,115.0
A. Boa,RIAV2,Aveiro,02/05/2018,238.0
Berbigão,RIAV3,Aveiro,02/05/2018,264.0
A. Boa,RIAV1,Aveiro,02/05/2018,106.0
A. Japonesa,RIAV2,Aveiro,02/05/2018,25.3
A. Japonesa,RIAV3,Aveiro,02/05/2018,122.0
Berbigão,RIAV4,Aveiro,02/05/2018,165.0
Mexilhão,RIAV1,Aveiro,02/05/2018,550.0
Mexilhão,RIAV2,Aveiro,02/05/2018,550.0
Longueirão,RIAV1,Aveiro,02/05/2018,101.0
Mexilhão,RIAV4,Aveiro,02/05/2018,258.0
Longueirão,RIAV2,Aveiro,02/05/2018,241.0
A. Macha,RIAV2,Aveiro,02/05/2018,201.0
Mexilhão,L3,Aveiro,02/05/2018,550.0
Mexilhão,L4,Nazaré,30/04/2018,314.0
Mexilhão,L7c,Lagos,02/05/2018,108.0
Mexilhão,TAV2,Tavira,02/05/2018,145.0
Mexilhão,OLH3,Olhão,02/05/2018,117.0
Mexilhão,OLH2,Olhão,02/05/2018,74.0
A. Cão,OLH3,Olhão,02/05/2018,259.0
Ostra-gigante,GUA,GUA,02/05/2018,25.3
Ostra-gigante,VT1,Tavira-VRSA,02/05/2018,25.3
Mexilhão,OLH4,Olhão,02/05/2018,193.0
A. Boa,FUZ1,Olhão,02/05/2018,84.0
A. Boa,OLH3,Olhão,02/05/2018,129.0
Mexilhão,L7c,Lagos,02/05/2018,550.0
Mexilhão,EMR,Sines,03/05/2018,173.0
Ostra-gigante,RIAV2,Aveiro,02/05/2018,98.0
Ostra-gigante,RIAV1,Aveiro,02/05/2018,88.0
Ostra-gigante,RIAV3,Aveiro,02/05/2018,25.3
Mexilhão,POR2,Portimão,03/05/2018,531.0
Mexilhão,LAG,Lagos,03/05/2018,209.0
Mexilhão,L7a,Lagos,03/05/2018,110.0
Mexilhão,FAR1,Faro,03/05/2018,288.0
A. Boa,FAR2,Faro,03/05/2018,207.0
Berbigão,OLH5,Olhão,03/05/2018,205.0
Mexilhão,LAL,Setúbal,07/05/2018,25.3
Mexilhão,L5b,Lisboa,04/05/2018,422.0
Conquilha,L5b,Lisboa,04/05/2018,568.0
Mexilhão,ETJ,Lisboa,04/05/2018,116.0
Ostra-gigante,L7b,Lagos-Portimão,03/05/2018,64.0
Ostra-gigante,POR3,Portimão,03/05/2018,61.0
A. Japonesa,RIAV4,Aveiro,02/05/2018,114.0
A. Japonesa,ETJ,Lisboa,07/05/2018,25.3
Mexilhão,TAV2,Tavira,07/05/2018,123.0
Conquilha,L9,VRSA,07/05/2018,46.0
Conquilha,L8,Olhão,07/05/2018,398.0
Berbigão,RIAV2,Aveiro,07/05/2018,86.0
Mexilhão,OLH4,Olhão,07/05/2018,79.0
A. Cão,OLH3,Olhão,07/05/2018,25.3
A. Japonesa,RIAV2,Aveiro,07/05/2018,25.3
A. Macha,RIAV3,Aveiro,07/05/2018,25.3
A. Macha,RIAV2,Aveiro,07/05/2018,136.0
A. Boa,RIAV2,Aveiro,07/05/2018,87.0
Mexilhão,OLH2,Olhão,07/05/2018,25.3
A. Boa,RIAV3,Aveiro,07/05/2018,25.3
Mexilhão,OLH3,Olhão,07/05/2018,71.0
Longueirão,RIAV2,Aveiro,07/05/2018,111.0
Mexilhão,RIAV2,Aveiro,07/05/2018,430.0
Mexilhão,LOB,Peniche,08/05/2018,25.3
Berbigão,LOB,Peniche,08/05/2018,25.3
Mexilhão,RIAV1,Aveiro,07/05/2018,494.0
Mexilhão,ETJ,Lisboa,08/05/2018,118.0
Mexilhão,L5b,Lisboa,08/05/2018,421.0
Ostra-gigante,FAR2,Faro,07/05/2018,25.3
Ostra-gigante,VT1,Tavira-VRSA,07/05/2018,25.3
A. Branca,L2,Douro,08/05/2018,25.3
A. Branca,L3,Aveiro,08/05/2018,25.3
Mexilhão,L2,Douro,07/05/2018,108.0
A. Branca,L1,Caminha,08/05/2018,25.3
Mexilhão,L7c,Lagos,08/05/2018,109.0
Castanhola,L2,Douro,08/05/2018,25.3
A. Japonesa,LOB,Peniche,08/05/2018,25.3
A. Boa,LOB,Peniche,08/05/2018,25.3
A. Relógio,L2,Douro,08/05/2018,25.3
Mexilhão,ELM,V. Castelo,08/05/2018,25.3
A. Boa,LAG,Lagos,08/05/2018,25.3
A. Boa,OLH3,Olhão,08/05/2018,55.0
A. Japonesa,RIAV1,Aveiro,08/05/2018,25.3
A. Boa,OLH1,Olhão,08/05/2018,25.3
A. Macha,RIAV1,Aveiro,08/05/2018,88.0
Longueirão,RIAV3,Aveiro,08/05/2018,142.0
Berbigão,EMN1,Fig. Foz,08/05/2018,25.3
Berbigão,RIAV3,Aveiro,08/05/2018,86.0
Berbigão,RIAV1,Aveiro,08/05/2018,25.3
Mexilhão,EMR,Sines,09/05/2018,189.0
Mexilhão,L7a,Lagos,07/05/2018,76.0
Mexilhão,POR2,Portimão,08/05/2018,259.0
Ostra-gigante,ELM,V. Castelo,08/05/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,08/05/2018,25.3
A. Boa,FUZ1,Olhão,09/05/2018,45.0
Berbigão,OLH5,Olhão,09/05/2018,61.0
A. Boa,FAR2,Faro,09/05/2018,25.3
A. Boa,FAR1,Faro,09/05/2018,25.3
Mexilhão,L7c,Lagos,10/05/2018,250.0
Mexilhão,L7c,Lagos,10/05/2018,25.3
Mexilhão,LAL,Setúbal,14/05/2018,25.3
Berbigão,LOB,Peniche,14/05/2018,80.0
Mexilhão,LOB,Peniche,14/05/2018,77.0
Mexilhão,RIAV2,Aveiro,14/05/2018,125.0
Mexilhão,L7c,Lagos,14/05/2018,85.0
A. Boa,RIAV2,Aveiro,14/05/2018,78.0
A. Macha,RIAV1,Aveiro,14/05/2018,79.0
Longueirão,RIAV2,Aveiro,14/05/2018,93.0
Longueirão,RIAV4,Aveiro,14/05/2018,88.0
A. Macha,RIAV2,Aveiro,14/05/2018,105.0
Berbigão,RIAV1,Aveiro,14/05/2018,64.0
Mexilhão,RIAV4,Aveiro,14/05/2018,25.3
A. Boa,RIAV1,Aveiro,14/05/2018,89.0
Berbigão,RIAV3,Aveiro,14/05/2018,90.0
Berbigão,RIAV2,Aveiro,14/05/2018,25.3
Berbigão,RIAV4,Aveiro,14/05/2018,60.0
A. Cão,OLH3,Olhão,14/05/2018,101.0
Mexilhão,RIAV1,Aveiro,14/05/2018,166.0
A. Boa,FAR2,Faro,14/05/2018,87.0
Mexilhão,OLH2,Olhão,14/05/2018,25.3
Longueirão,FAR2,Faro,14/05/2018,78.0
A. Boa,FUZ1,Olhão,14/05/2018,25.3
Mexilhão,OLH3,Olhão,14/05/2018,25.3
Conquilha,L9,VRSA,14/05/2018,284.0
Berbigão,OLH3,Olhão,14/05/2018,87.0
Mexilhão,OLH4,Olhão,14/05/2018,25.3
Mexilhão,FAR1,Faro,14/05/2018,80.0
A. Boa,FAR1,Faro,14/05/2018,63.0
Conquilha,L8,Olhão,14/05/2018,297.0
Mexilhão,OLH5,Olhão,14/05/2018,95.0
A. Cão,OLH4,Olhão,14/05/2018,108.0
A. Boa,OLH5,Olhão,14/05/2018,94.0
A. Boa,OLH4,Olhão,14/05/2018,86.0
Berbigão,OLH4,Olhão,14/05/2018,93.0
Mexilhão,L5a,Lisboa,15/05/2018,63.0
A. Japonesa,ETJ,Lisboa,15/05/2018,25.3
Ostra-gigante,OLH4,Olhão,14/05/2018,63.0
Ostra-gigante,VT1,Tavira-VRSA,14/05/2018,63.0
Ostra-gigante,OLH5,Olhão,14/05/2018,63.0
Ostra-gigante,GUA,GUA,14/05/2018,73.0
Berbigão,EMN1,Fig. Foz,15/05/2018,63.0
A. Branca,L2,Douro,15/05/2018,63.0
Lambujinha,EMN2,Fig. Foz,15/05/2018,25.3
Mexilhão,L1,Caminha,15/05/2018,25.3
Mexilhão,ELM,V. Castelo,15/05/2018,25.3
Mexilhão,L5b,Lisboa,16/05/2018,241.0
Mexilhão,ETJ,Lisboa,16/05/2018,66.0
Mexilhão,L2,Douro,14/05/2018,77.0
Longueirão,POR2,Portimão,15/05/2018,63.0
A. Boa,POR2,Portimão,15/05/2018,63.0
A. Boa,OLH1,Olhão,15/05/2018,25.3
Mexilhão,L4,Nazaré,15/05/2018,92.0
Mexilhão,L7a,Lagos,15/05/2018,86.0
Longueirão,LAG,Lagos,15/05/2018,63.0
Mexilhão,LAG,Lagos,15/05/2018,121.0
Mexilhão,POR2,Portimão,15/05/2018,25.3
Lambujinha,ESD2,Setúbal,16/05/2018,25.3
Lambujinha,ESD1,Setúbal,16/05/2018,25.3
Ostra-gigante,LAG,Lagos,15/05/2018,25.3
Ostra-gigante,L7b,Lagos-Portimão,15/05/2018,25.3
Ostra-gigante,POR3,Portimão,15/05/2018,25.3
Ostra-portuguesa,LAG,Lagos,16/05/2018,25.3
Berbigão,OLH5,Olhão,15/05/2018,65.0
Conquilha,L6,Setúbal,17/05/2018,160.0
Mexilhão,L6,Setúbal,17/05/2018,273.0
A. Japonesa,ESD2,Setúbal,17/05/2018,25.3
Mexilhão,TAV2,Tavira,17/05/2018,132.0
Mexilhão,LAL,Setúbal,21/05/2018,25.3
Berbigão,LOB,Peniche,21/05/2018,25.3
Mexilhão,L5a,Lisboa,21/05/2018,241.0
Mexilhão,LOB,Peniche,21/05/2018,25.3
